	complexity.dist_spec_init	complexity.fro_dist	complexity.fro_over_spec	complexity.inverse_margin	complexity.l2	complexity.l2_dist	complexity.log_prod_of_fro	complexity.log_prod_of_fro_over_margin	complexity.log_prod_of_spec	complexity.log_prod_of_spec_over_margin	complexity.log_sum_of_fro	complexity.log_sum_of_fro_over_margin	complexity.log_sum_of_spec	complexity.log_sum_of_spec_over_margin	complexity.pacbayes_flatness	complexity.pacbayes_init	complexity.pacbayes_mag_flatness	complexity.pacbayes_mag_init	complexity.pacbayes_mag_orig	complexity.pacbayes_orig	complexity.param_norm	complexity.params	complexity.path_norm	complexity.path_norm_over_margin	cross_entropy	data_seed	epoch	experiment_id	gen.gap	gen.train_acc	gen.val_acc	hp.lr	hp.model_depth	hp.model_width	index	is.converged	is.high_train_accuracy	is.last_epoch	repeat_id	seed	train_dataset_size
348	31.7515	3918.09	2594.46	0.0397509	110.689	62.5947	122.227	119.002	40.6615	37.4364	9.10709	8.94583	5.02881	4.86755	86.6592	84907.1	7.11111	4.06569e+06	5.16485e+06	265459	12252	3865630	398.686	15.8481	0.0087858	42	17	388388307254207839	0.3341	1	0.6659	0.00158489	3	16	348	True	True	True	1590102276356213754	3	25000
349	31.2485	3889.84	2587.4	0.042375	110.448	62.3686	122.166	119.004	40.6077	37.4465	9.10401	8.94595	5.02612	4.86806	80.6845	78484.8	6.29912	3.9828e+06	5.08474e+06	246084	12198.7	3865630	386.333	16.3709	0.00986838	42	18	388388307254207839	0.3256	1	0.6744	0.00158489	3	16	349	True	True	True	1590102296081478110	4	25000
375	32.1457	2099.65	1245.82	0.0474697	76.2617	45.822	108.93	105.883	37.2841	34.2364	8.44225	8.28987	4.85994	4.70755	70.4499	37002.4	7.33865	1.04249e+06	1.28929e+06	102454	5815.85	972830	289.593	13.7469	0.00965578	42	23	-4563901788654149725	0.31128	0.99988	0.6886	0.00316228	3	8	375	True	True	True	1590102521304966370	0	25000
376	32.473	2110.24	1245.31	0.0471713	76.4541	45.9373	109.07	106.016	37.403	34.349	8.44923	8.29653	4.86588	4.71318	70.4499	37188.8	8.5598	1.06867e+06	1.31547e+06	102971	5845.24	972830	309.079	14.5797	0.00941566	42	22	-4563901788654149725	0.31936	0.99996	0.6806	0.00316228	3	8	376	True	True	True	1590102531949871401	1	25000
377	32.5446	2068.23	1221.27	0.0471922	76.1272	45.4779	108.884	105.83	37.4748	34.4213	8.43992	8.28725	4.86947	4.71679	70.4499	36449	8.00171	1.05504e+06	1.30463e+06	102093	5795.35	972830	282.453	13.3295	0.0096076	42	22	-4563901788654149725	0.3186	1	0.6814	0.00316228	3	8	377	True	True	True	1590102538337683694	2	25000
378	32.0639	2394.37	1485.39	0.0457303	84.3493	48.9323	112.646	109.561	38.3331	35.2481	8.62805	8.4738	4.91239	4.75814	72.8178	43610.4	6.5536	1.60133e+06	2.01272e+06	129543	7114.8	1516030	245.657	11.234	0.00925119	42	19	3466656309626013428	0.2995	1	0.7005	0.00316228	3	10	378	True	True	True	1590102560957545476	0	25000
379	32.8393	2122.41	1237.52	0.0486224	76.57	46.0696	109.07	106.046	37.4799	34.4563	8.44921	8.29803	4.86973	4.71854	64	33980.7	7.74291	1.04791e+06	1.29405e+06	93829.6	5862.96	972830	306.757	14.9152	0.00973742	42	22	-4563901788654149725	0.31916	0.99996	0.6808	0.00316228	3	8	379	True	True	True	1590102561416563980	3	25000
380	31.8395	2063.88	1250.39	0.0472642	76.0269	45.43	108.928	105.876	37.2482	34.1962	8.44214	8.28954	4.85814	4.70554	70.4499	36372.3	8.46281	1.06078e+06	1.31025e+06	101824	5780.08	972830	284.987	13.4697	0.00961076	42	22	-4563901788654149725	0.31318	0.99988	0.6867	0.00316228	3	8	380	True	True	True	1590102576128462565	4	25000
381	32.2738	2367.52	1469.57	0.0466159	84.0758	48.6572	112.538	109.472	38.3424	35.2766	8.62262	8.46933	4.91285	4.75956	64	37902.5	6.75472	1.60364e+06	2.01683e+06	113122	7068.74	1516030	236.041	11.0033	0.00994741	42	19	3466656309626013428	0.30198	0.99988	0.6979	0.00316228	3	10	381	True	True	True	1590102578813645047	2	25000
382	31.6183	2414.98	1493.38	0.0455012	84.5653	49.1424	112.613	109.523	38.2749	35.1849	8.62639	8.47189	4.90948	4.75498	72.8178	43985.6	7.18577	1.62808e+06	2.03817e+06	130208	7151.29	1516030	240.149	10.9271	0.00923748	42	19	3466656309626013428	0.3018	1	0.6982	0.00316228	3	10	382	True	True	True	1590102578850055820	4	25000
383	32.0957	2387.91	1489.5	0.0471118	84.3518	48.8662	112.629	109.574	38.3135	35.2582	8.6272	8.47444	4.91141	4.75865	70.4499	42079.2	7.41693	1.62967e+06	2.0421e+06	125339	7115.23	1516030	241.626	11.3834	0.00983179	42	19	3466656309626013428	0.306	1	0.694	0.00316228	3	10	383	True	True	True	1590102579138746986	3	25000
384	32.1831	2371.1	1470.62	0.0475659	84.1122	48.6939	112.651	109.605	38.4435	35.3979	8.62826	8.47598	4.91791	4.76563	77.9263	46215	6.48855	1.58174e+06	1.9947e+06	137852	7074.87	1516030	245.12	11.6594	0.00978059	42	20	3466656309626013428	0.30632	0.99992	0.6936	0.00316228	3	10	384	True	True	True	1590102579707879172	1	25000
385	32.0401	2745.53	1730.04	0.0457926	91.9155	52.3978	115.742	112.659	39.185	36.1013	8.78285	8.62866	4.95498	4.8008	77.9263	53509.6	7.11111	2.33026e+06	2.94085e+06	164611	8448.45	2179230	222.442	10.1862	0.00908879	42	19	-5502688672278353946	0.3116	1	0.6884	0.00316228	3	12	385	True	True	True	1590102591918165637	0	25000
386	31.6305	2700.37	1733.2	0.0428766	91.6985	51.9651	115.685	112.536	39.1159	35.9664	8.78001	8.62253	4.95153	4.79405	77.9263	52629.8	6.36133	2.28495e+06	2.90198e+06	163835	8408.62	2179230	215.799	9.25271	0.008232	42	18	-5502688672278353946	0.30556	0.99996	0.6944	0.00316228	3	12	386	True	True	True	1590102592412576192	1	25000
387	32.3644	2677.03	1712.09	0.0469429	91.4487	51.7401	115.633	112.574	39.2358	36.177	8.77738	8.62444	4.95752	4.80458	75.3071	50422.2	6.61963	2.30263e+06	2.92142e+06	157468	8362.86	2179230	213.664	10.03	0.00966332	42	18	-5502688672278353946	0.3057	1	0.6943	0.00316228	3	12	387	True	True	True	1590102603352425672	2	25000
388	31.9131	2686.45	1722.6	0.0421449	91.4669	51.831	115.63	112.463	39.14	35.9734	8.77723	8.6189	4.95273	4.7944	75.3071	50599.6	6.36133	2.28071e+06	2.8978e+06	157531	8366.2	2179230	212.708	8.96455	0.0078031	42	19	-5502688672278353946	0.3026	1	0.6974	0.00316228	3	12	388	True	True	True	1590102605188448619	4	25000
389	31.9235	3046.25	1978.39	0.0467637	98.7462	55.1929	118.282	115.219	39.836	36.7733	8.90982	8.75668	4.98753	4.8344	77.9263	59368.1	7.18577	3.1796e+06	4.03897e+06	189983	9750.8	2962430	196.647	9.19592	0.00999537	42	16	-7516250720238005221	0.3019	1	0.6981	0.00316228	3	14	389	True	True	True	1590102616941474858	1	25000
390	32.1435	3013	1954.88	0.0462217	98.4701	54.8908	118.228	115.154	39.9081	36.8338	8.90714	8.75342	4.99114	4.83742	80.6845	60798	7.18577	3.16629e+06	4.02963e+06	195609	9696.37	2962430	193.108	8.92579	0.00984092	42	16	-7516250720238005221	0.31092	0.99992	0.689	0.00316228	3	14	390	True	True	True	1590102617233157509	0	25000
391	31.9688	2700.47	1724.38	0.0464378	91.7423	51.9661	115.627	112.557	39.1354	36.0658	8.77707	8.62359	4.9525	4.79902	75.3071	50863.4	6.75472	2.30502e+06	2.92255e+06	158481	8416.65	2179230	209.27	9.71803	0.00998541	42	17	-5502688672278353946	0.3025	1	0.6975	0.00316228	3	12	391	True	True	True	1590102621580383785	3	25000
392	32.2088	3087.38	1968.41	0.0442601	99.057	55.5642	118.364	115.246	39.9458	36.8281	8.91391	8.75803	4.99302	4.83714	70.4499	54398.6	5.83268	3.07472e+06	3.92885e+06	172841	9812.29	2962430	204.008	9.02942	0.0088827	42	16	-7516250720238005221	0.3112	1	0.6888	0.00316228	3	14	392	True	True	True	1590102626605380024	3	25000
393	32.379	3025.35	1962.55	0.0412864	98.4415	55.0032	118.305	115.118	39.9098	36.7226	8.91099	8.75163	4.99122	4.83186	77.9263	58961	6.68666	3.13582e+06	3.99572e+06	188813	9690.72	2962430	200.494	8.2777	0.00770926	42	18	-7516250720238005221	0.2985	1	0.7015	0.00316228	3	14	393	True	True	True	1590102643097958834	2	25000
394	32.8405	3447.71	2207.44	0.0432731	105.603	58.7172	120.56	117.42	40.5197	37.3795	9.02373	8.86672	5.02172	4.86471	77.9263	67189.1	7.11111	4.15836e+06	5.29006e+06	217281	11152	3865630	183.993	7.96194	0.00873247	42	15	-2816857335689492218	0.2981	1	0.7019	0.00316228	3	16	394	True	True	True	1590102645590579064	2	25000
395	32.0682	3403.44	2242.37	0.04307	105.332	58.339	120.578	117.433	40.3642	37.2192	9.02461	8.86737	5.01394	4.85669	75.3071	64098.1	5.61866	4.00192e+06	5.14115e+06	208904	11094.9	3865630	185.896	8.00655	0.00854301	42	16	-2816857335689492218	0.28716	0.99996	0.7128	0.00316228	3	16	395	True	True	True	1590102645805981434	0	25000
396	32.3237	3497.54	2225.57	0.0453775	105.947	59.14	120.666	117.573	40.4952	37.4025	9.02902	8.87439	5.02049	4.86586	72.8178	63693.1	6.48855	4.11355e+06	5.2377e+06	204361	11224.7	3865630	193.601	8.78512	0.00962789	42	15	-2816857335689492218	0.297	1	0.703	0.00316228	3	16	396	True	True	True	1590102646777237798	1	25000
397	31.9806	3128.57	1999.41	0.0422787	99.323	55.9336	118.366	115.202	39.792	36.6286	8.91402	8.75585	4.98533	4.82716	75.3071	58923.2	7.41693	3.20309e+06	4.05138e+06	185749	9865.06	2962430	204.83	8.65996	0.00815179	42	16	-7516250720238005221	0.3007	1	0.6993	0.00316228	3	14	397	True	True	True	1590102659625781349	4	25000
398	33.1448	3474.17	2210.88	0.044867	105.723	58.942	120.589	117.485	40.4953	37.3912	9.02518	8.86998	5.0205	4.86529	77.9263	67704.5	7.11111	4.16513e+06	5.29165e+06	217774	11177.3	3865630	186.317	8.35949	0.00930064	42	16	-2816857335689492218	0.29912	0.99992	0.7008	0.00316228	3	16	398	True	True	True	1590102670068077453	3	25000
399	32.499	3498.69	2227.08	0.0441554	105.933	59.1498	120.603	117.483	40.4892	37.3691	9.0259	8.8699	5.02019	4.86419	80.6845	70594.9	6.48855	4.10497e+06	5.22855e+06	226379	11221.8	3865630	188.023	8.30222	0.00913758	42	15	-2816857335689492218	0.3031	1	0.6969	0.00316228	3	16	399	True	True	True	1590102679330224131	4	25000
425	34.4671	1976.42	1047.66	0.0480619	72.94	44.4569	107.409	104.374	37.6608	34.6256	8.36618	8.21442	4.87877	4.72701	68.1956	33718	6.75472	1.01871e+06	1.25858e+06	90726.7	5320.25	972830	154.357	7.41867	0.00891687	42	21	4998953563543128179	0.29934	0.99984	0.7005	0.00630957	3	8	425	True	True	True	1590102973110639881	1	25000
426	33.863	2002.99	1068.32	0.0467891	73.1312	44.7548	107.424	104.362	37.4375	34.3754	8.36691	8.21381	4.86761	4.7145	62.0459	31091.5	6.75472	1.02495e+06	1.26285e+06	82980.2	5348.17	972830	157.115	7.35128	0.00845409	42	21	4998953563543128179	0.29612	0.99992	0.7038	0.00630957	3	8	426	True	True	True	1590102973106269125	0	25000
427	34.2862	1995.03	1053.92	0.0476887	73.0782	44.6658	107.457	104.414	37.629	34.586	8.36858	8.21642	4.87718	4.72503	64	31942.7	7.41693	1.03807e+06	1.27659e+06	85468.9	5340.42	972830	157.166	7.49505	0.00918094	42	21	4998953563543128179	0.29598	0.99988	0.7039	0.00630957	3	8	427	True	True	True	1590102986241085239	4	25000
428	34.1421	1972.22	1049.97	0.0499321	72.9856	44.4097	107.325	104.328	37.571	34.5739	8.362	8.21214	4.87428	4.72443	68.1956	33646.4	6.75472	1.02145e+06	1.26214e+06	90840.1	5326.9	972830	148.376	7.40873	0.00954911	42	20	4998953563543128179	0.29512	0.99992	0.7048	0.00630957	3	8	428	True	True	True	1590102986256988622	3	25000
429	33.7896	2180.77	1235.19	0.0498705	80.0866	46.6987	110.713	107.714	38.4223	35.424	8.53137	8.38145	4.91685	4.76693	66.0479	36031	6.75472	1.59925e+06	2.00674e+06	105928	6413.86	1516030	111.138	5.5425	0.00952084	42	18	1667929821925879921	0.29402	0.99992	0.7059	0.00630957	3	10	429	True	True	True	1590102986441025243	0	25000
430	33.7361	2178.7	1228.56	0.0483652	80.0391	46.6765	110.761	107.732	38.5359	35.5069	8.53381	8.38236	4.92253	4.77108	70.4499	38394.5	7.11111	1.59667e+06	2.00408e+06	112852	6406.25	1516030	109.231	5.28299	0.00908833	42	20	1667929821925879921	0.29504	0.99984	0.7048	0.00630957	3	10	430	True	True	True	1590102986552125696	1	25000
431	34.124	1994.99	1055.73	0.0500735	73.087	44.6653	107.444	104.45	37.5918	34.5976	8.36792	8.21821	4.87532	4.72561	62.0459	30967.5	7.91402	1.05094e+06	1.28952e+06	82880.1	5341.71	972830	158.617	7.9425	0.00942338	42	21	4998953563543128179	0.2951	0.9998	0.7047	0.00630957	3	8	431	True	True	True	1590102986758117357	2	25000
432	33.9803	2166.37	1219.58	0.0477118	79.8734	46.5443	110.699	107.656	38.5311	35.4885	8.53066	8.37853	4.92229	4.77016	70.4499	38177.3	6.05917	1.56505e+06	1.97304e+06	112386	6379.76	1516030	110.049	5.25065	0.00938309	42	19	1667929821925879921	0.29374	0.99984	0.7061	0.00630957	3	10	432	True	True	True	1590103002469310530	2	25000
433	33.7199	2254.65	1244.91	0.0463139	80.6423	47.4831	110.826	107.753	38.405	35.3327	8.53701	8.38339	4.91598	4.76236	68.1956	38461.5	7.18577	1.62548e+06	2.02562e+06	110894	6503.17	1516030	114.899	5.32144	0.00836182	42	19	1667929821925879921	0.29228	0.99988	0.7076	0.00630957	3	10	433	True	True	True	1590103015383413258	4	25000
434	34.2532	2229.8	1234.22	0.0499797	80.4424	47.2208	110.8	107.804	38.5162	35.52	8.53575	8.38594	4.92154	4.77173	70.4499	39294.6	6.05917	1.57435e+06	1.9768e+06	113992	6470.97	1516030	114.8	5.73767	0.00975603	42	18	1667929821925879921	0.28758	0.99988	0.7123	0.00630957	3	10	434	True	True	True	1590103015731282806	3	25000
435	33.6505	2439.86	1410.35	0.0476236	86.9816	49.3949	113.537	110.492	39.2001	36.1557	8.67257	8.52034	4.95574	4.80352	72.8178	44438.5	5.61866	2.24203e+06	2.85677e+06	137753	7565.79	2179230	88.4216	4.21096	0.00900229	42	17	1257333192779384082	0.27956	0.99996	0.7204	0.00630957	3	12	435	True	True	True	1590103016620296091	0	25000
436	33.8568	2495.12	1421.2	0.0461608	87.3944	49.9512	113.741	110.665	39.2969	36.2212	8.68276	8.52898	4.96058	4.80679	68.1956	42561.3	7.11111	2.32905e+06	2.93677e+06	130238	7637.78	2179230	96.821	4.46933	0.00862912	42	17	1257333192779384082	0.28426	0.99996	0.7157	0.00630957	3	12	436	True	True	True	1590103029071423050	4	25000
437	33.6287	2477.72	1419.19	0.0465167	87.1828	49.7767	113.678	110.61	39.2479	36.18	8.67964	8.52624	4.95813	4.80473	68.1956	42264.7	7.11111	2.32297e+06	2.93186e+06	129608	7600.83	2179230	93.4775	4.34827	0.00902135	42	18	1257333192779384082	0.28868	0.99988	0.7112	0.00630957	3	12	437	True	True	True	1590103029664577243	1	25000
